date,XLU,XLF,XLI,XLB,RWR,XLV,XLY,XLE,XLK,XLP,IYT
20001110,100.9242144,98.85622658,98.99091826,99.51923077,,95.29042465,93.02473192,101.3833992,87.4471086,103.8552977,
20001113,101.8570102,95.21760856,96.3,99.83987194,,92.61954262,94.36795995,100.1968504,88.53868195,98.89408149,
20001114,99.95362449,96.06467346,97.80876494,99.44622785,,94.46171429,98.1668976,100,92.6742532,101.116971,
20001115,99.35424354,97.03622393,98.64660072,98.90453834,,95.72025052,98,100.967118,98.4984985,99.08045977,
20001116,99.95414312,96.02178162,98.5059761,97.3015873,,99.12472648,100.8452744,102.4437928,96.76189297,99.19632606,
20001117,98.26007326,96.30852296,100.4077472,98.6312657,,98.84677011,105.657782,101.3158051,103.2258065,98.68644684,
20001120,98.7693856,95.71106095,100.8307373,97.11307211,,100.4489338,100.265252,101.6208409,99.35275081,101.4125954,
20001121,99.53617811,95.39842873,100.101833,95.54494942,,95.78080512,96.58723058,103.3203125,94.70452801,101.8604651,
20001122,100.371402,93.83485973,98.27235772,94.93670886,,94.38387786,94.64285714,99.71264368,90.625,101.2761021,
20001124,99.03624062,94.83543246,99.39332659,99.18433931,,95.97132009,96.32493177,100.7633588,97.32283465,100,
20001127,99.86021994,96.91075515,100,99.26528019,,97.22222222,99.87096774,100.7696007,96.015625,102.0254815,
20001128,100.3230124,100.9433962,100.1544964,100.5780081,,96.53631285,101.984127,101.1599805,96.05050163,103.4242408,
20001129,101.9571295,103.1764706,99.74569278,103.74685,,99.08466819,104.2666667,94.56523251,95.13776337,102.739726,
20001130,101.0638446,105.2441027,99.89658738,102.7500267,,99.13343055,103.3692722,92.84343516,93.52396972,101.317315,
20001201,99.30492678,103.8898664,99.13531638,104.7697368,,99.36743427,102.811245,93.56060606,91.14078964,100.8680741,
20001204,101.0732467,102.0070838,101.6243655,110.3618421,,98.80001829,102.9715762,95.94270611,91.13100081,100.7373612,
20001205,100.275989,105.1401869,106.6838035,111.001642,,102.662037,105.8365759,94.02769704,103.9423344,98.87766554,
20001206,100,102.1664766,103.7225736,106.0995185,,103.5219584,103.7084399,97.55120879,101.5332198,96,
